car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai i20,Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5,450000
Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,82,6,350000
Maruti Celerio,Maruti,Celerio,5,20675,Dealer,Petrol,Manual,23.1,998,67.04,5,470000
Mahindra Bolero,Mahindra,Bolero,8,58000,Individual,Diesel,Manual,15.96,2523,62.1,7,670000
Maruti Swift Dzire,Maruti,Swift Dzire,5,52000,Dealer,Diesel,Manual,26.59,1248,74,5,650000
Hyundai Creta,Hyundai,Creta,4,60369,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1350000
Hyundai Verna,Hyundai,Verna,10,170000,Individual,Diesel,Manual,22.32,1582,126.3,5,370000
Hyundai i20,Hyundai,i20,5,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000
Toyota Fortuner,Toyota,Fortuner,9,134213,Dealer,Diesel,Manual,12.55,2982,168.5,7,1475000
Mahindra Bolero,Mahindra,Bolero,9,35000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
Hyundai i20,Hyundai,i20,7,40000,Individual,Diesel,Manual,22.54,1396,88.73,5,400000
Hyundai i20,Hyundai,i20,4,23000,Individual,Petrol,Manual,18.6,1197,81.83,5,620000
Honda WR-V,Honda,WR-V,4,65360,Dealer,Diesel,Manual,25.5,1498,98.6,5,760000
Maruti Swift,Maruti,Swift,4,52920,Dealer,Petrol,Manual,21.21,1197,81.8,5,638000
Volkswagen Polo,Volkswagen,Polo,8,50000,Dealer,Diesel,Manual,22.07,1199,73.9,5,300000
Maruti Swift Dzire,Maruti,Swift Dzire,3,20825,Dealer,Petrol,Automatic,21.21,1197,81.8,5,770000
Hyundai i20,Hyundai,i20,3,90000,Individual,Diesel,Manual,21.19,1396,88.73,5,640000
Renault KWID,Renault,KWID,3,48500,Dealer,Petrol,Manual,23.01,999,67,5,385000
Hyundai Elantra,Hyundai,Elantra,8,89234,Dealer,Petrol,Manual,16.3,1797,147.5,5,685000
Maruti Swift,Maruti,Swift,8,85000,Dealer,Diesel,Manual,22.9,1248,74,5,465000
Honda WR-V,Honda,WR-V,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,78000,Dealer,Diesel,Automatic,14.21,2143,203,5,1100000
Renault KWID,Renault,KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,310000
Maruti Swift Dzire,Maruti,Swift Dzire,5,35000,Individual,Diesel,Manual,26.59,1248,74,5,650000
Maruti Swift,Maruti,Swift,8,93000,Individual,Diesel,Manual,22.9,1248,74,5,451000
Maruti Ciaz,Maruti,Ciaz,2,36000,Individual,Petrol,Manual,21.56,1462,103.25,5,930000
Hyundai Creta,Hyundai,Creta,4,45900,Dealer,Diesel,Manual,19.67,1582,126.2,5,1250000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,608000
Hyundai Grand,Hyundai,Grand,7,50000,Individual,Petrol,Manual,18.9,1197,82,5,350000
Hyundai i20,Hyundai,i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Honda City,Honda,City,2,13620,Dealer,Petrol,Manual,17.14,1497,117.6,5,1350000
Maruti Baleno,Maruti,Baleno,3,26000,Individual,Petrol,Manual,21.4,1197,83.1,5,711000
Hyundai i20,Hyundai,i20,4,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Maruti Wagon R,Maruti,Wagon R,13,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,210000
Maruti Wagon R,Maruti,Wagon R,5,110000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
Hyundai i20,Hyundai,i20,2,31800,Dealer,Diesel,Manual,22.54,1396,88.76,5,730000
Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,24.04,999,67,5,450000
Toyota Innova,Toyota,Innova,4,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1850000
Hyundai i10,Hyundai,i10,6,60000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
BMW 5,BMW,5,4,25000,Dealer,Diesel,Automatic,14.69,2993,258,5,5500000
Hyundai Grand,Hyundai,Grand,7,51000,Dealer,Petrol,Manual,18.9,1197,82,5,474000
Mahindra Bolero,Mahindra,Bolero,5,35000,Individual,Diesel,Manual,16.5,1493,70,7,650000
Hyundai Grand,Hyundai,Grand,7,90598,Dealer,Diesel,Manual,24,1120,70,5,365000
Hyundai i20,Hyundai,i20,2,10000,Individual,Diesel,Manual,22.54,1396,88.76,5,800000
Mahindra Marazzo,Mahindra,Marazzo,2,30000,Individual,Diesel,Manual,17.3,1497,121,7,1460000
Ford Ecosport,Ford,Ecosport,7,64000,Dealer,Petrol,Manual,15.8,1499,110,5,490000
Hyundai Grand,Hyundai,Grand,4,16905,Individual,Petrol,Automatic,18.9,1197,82,5,540000
Honda Amaze,Honda,Amaze,2,30000,Individual,Petrol,Manual,19.5,1199,88.76,5,610000
Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74,5,490000
Maruti Celerio,Maruti,Celerio,5,35232,Dealer,Petrol,Automatic,23.1,998,67.04,5,445000
Maruti Swift Dzire,Maruti,Swift Dzire,3,120000,Individual,Petrol,Manual,19.95,1197,81.8,5,460000
Ford Ecosport,Ford,Ecosport,3,5000,Individual,Petrol,Manual,17,1497,121.36,5,850000
Hyundai Grand,Hyundai,Grand,4,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,580000
Renault Duster,Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,800000
Hyundai i20,Hyundai,i20,6,77597,Dealer,Petrol,Manual,20.35,1197,81.86,5,666000
Ford Ecosport,Ford,Ecosport,7,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
Tata Harrier,Tata,Harrier,2,68000,Dealer,Diesel,Manual,17,1956,138.1,5,1550000
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,23.4,1248,74,5,325000
Toyota Fortuner,Toyota,Fortuner,9,86000,Individual,Diesel,Manual,12.55,2982,168.5,7,1250000
Maruti Vitara,Maruti,Vitara,3,47588,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
BMW 3,BMW,3,7,89000,Dealer,Diesel,Automatic,18.88,1995,184,5,1650000
Renault KWID,Renault,KWID,5,63000,Dealer,Petrol,Manual,23.01,999,67,5,350000
BMW X1,BMW,X1,8,50000,Dealer,Diesel,Automatic,19.62,1998,192,5,1650000
Hyundai Creta,Hyundai,Creta,5,35000,Individual,Petrol,Manual,15.29,1591,121.3,5,850000
Mercedes-Benz CLS,Mercedes-Benz,CLS,5,10000,Dealer,Diesel,Automatic,19.4,2143,204,4,4900000
Maruti Wagon R,Maruti,Wagon R,21,83000,Individual,Petrol,Manual,18.9,998,67.1,5,85000
Ford Freestyle,Ford,Freestyle,3,35000,Individual,Petrol,Manual,19,1194,94.68,5,650000
Honda City,Honda,City,11,65000,Dealer,Petrol,Manual,17,1497,118,5,330000
Hyundai i20,Hyundai,i20,7,25000,Individual,Diesel,Manual,22.54,1396,88.73,5,500000
Datsun RediGO,Datsun,RediGO,2,4646,Dealer,Petrol,Manual,22.7,799,53.64,5,350000
Hyundai Grand,Hyundai,Grand,5,27550,Dealer,Petrol,Manual,18.9,1197,81.86,5,475000
Maruti Baleno,Maruti,Baleno,5,54552,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000
Maruti Baleno,Maruti,Baleno,3,25000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,720000
Mahindra XUV500,Mahindra,XUV500,7,110000,Dealer,Diesel,Manual,15.1,2179,140,7,895000
Honda City,Honda,City,7,57000,Dealer,Diesel,Manual,26,1498,98.6,5,675000
Hyundai i20,Hyundai,i20,6,72000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
Ford Figo,Ford,Figo,10,83000,Dealer,Diesel,Manual,20,1399,68.05,5,185000
Ford Aspire,Ford,Aspire,6,49743,Dealer,Petrol,Manual,18.16,1196,86.8,5,480000
Honda City,Honda,City,6,80540,Dealer,Diesel,Manual,26,1498,98.6,5,585000
Maruti Alto,Maruti,Alto,6,85000,Individual,Petrol,Manual,22.74,796,47.3,5,276000
Maruti Ciaz,Maruti,Ciaz,1,10000,Individual,Petrol,Manual,20.65,1462,103.25,5,950000
Ford Figo,Ford,Figo,11,156000,Individual,Diesel,Manual,20,1399,68,5,130000
Maruti Swift Dzire,Maruti,Swift Dzire,9,28000,Dealer,Petrol,Manual,20.85,1197,83.14,5,495000
Maruti Wagon R,Maruti,Wagon R,8,57835,Dealer,Petrol,Manual,21.79,998,67.05,5,365000
Maruti Wagon R,Maruti,Wagon R,8,110000,Individual,Petrol,Manual,20.51,998,67.04,5,230000
Maruti Ignis,Maruti,Ignis,4,2300,Individual,Petrol,Manual,20.89,1197,81.8,5,530000
Hyundai i20,Hyundai,i20,6,72000,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,36500,Dealer,Diesel,Automatic,13,2143,204,5,2790000
Maruti Ertiga,Maruti,Ertiga,3,67000,Dealer,Diesel,Manual,24.2,1498,93.87,7,890000
BMW X3,BMW,X3,4,49000,Dealer,Diesel,Automatic,16.55,2993,258,5,3900000
Tata Safari,Tata,Safari,4,76759,Dealer,Diesel,Manual,14.1,2179,147.94,7,835000
Hyundai Grand,Hyundai,Grand,5,50000,Individual,Petrol,Manual,18.9,1197,82,5,400000
Maruti Alto,Maruti,Alto,10,100000,Individual,Petrol,Manual,20.92,998,67.1,5,215000
Maruti Swift Dzire,Maruti,Swift Dzire,6,46000,Dealer,Petrol,Manual,22,1197,81.8,5,515000
Land Rover Rover,Land Rover,Rover,9,89000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2300000
Ford Ecosport,Ford,Ecosport,4,50852,Dealer,Diesel,Manual,23,1498,98.96,5,780000
Toyota Innova,Toyota,Innova,3,116084,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2150000
Hyundai i10,Hyundai,i10,9,34000,Individual,Petrol,Manual,20.36,1197,78.9,5,375000
Mahindra Scorpio,Mahindra,Scorpio,4,11000,Dealer,Diesel,Manual,15.4,1997,120,7,1351000
Maruti Baleno,Maruti,Baleno,3,35000,Individual,Petrol,Manual,21.4,1197,83.1,5,680000
Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Skoda Octavia,Skoda,Octavia,14,110000,Dealer,Diesel,Manual,18.7,1896,66,5,295000
Toyota Innova,Toyota,Innova,4,70000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1595000
Hyundai Creta,Hyundai,Creta,4,75130,Dealer,Diesel,Manual,19.67,1582,126.2,5,1150000
Maruti Alto,Maruti,Alto,7,20068,Dealer,Petrol,Manual,23.95,998,67.05,5,286000
Mercedes-Benz CLS,Mercedes-Benz,CLS,7,33000,Dealer,Petrol,Automatic,9.26,3498,306,4,3600000
Honda Jazz,Honda,Jazz,5,34000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,675000
Maruti Wagon R,Maruti,Wagon R,8,55983,Dealer,Petrol,Manual,18.9,998,67.1,5,325000
Maruti Alto,Maruti,Alto,2,90000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Renault KWID,Renault,KWID,5,64000,Dealer,Petrol,Manual,25.17,799,53.3,5,350000
Hyundai i20,Hyundai,i20,12,46025,Dealer,Petrol,Manual,17,1197,80,5,325000
Maruti Ertiga,Maruti,Ertiga,3,80000,Individual,Diesel,Manual,24.52,1248,88.5,7,930000
Maruti Alto,Maruti,Alto,6,50000,Dealer,Petrol,Manual,22.74,796,47.3,5,270000
Ford Ecosport,Ford,Ecosport,3,50000,Individual,Diesel,Manual,23,1498,98.96,5,800000
Maruti Alto,Maruti,Alto,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,280000
Maruti Swift Dzire,Maruti,Swift Dzire,5,82253,Dealer,Diesel,Manual,19.3,1248,73.9,5,680000
Toyota Fortuner,Toyota,Fortuner,4,15000,Individual,Diesel,Automatic,12.9,2755,174.5,7,3150000
Volkswagen Vento,Volkswagen,Vento,9,830000,Dealer,Diesel,Manual,20.54,1598,103.6,5,380000
Hyundai Grand,Hyundai,Grand,4,40000,Dealer,Petrol,Manual,18.9,1197,82,5,525000
Maruti Alto,Maruti,Alto,10,120000,Individual,Petrol,Manual,20.92,998,67.1,5,270000
Ford Ecosport,Ford,Ecosport,8,60000,Dealer,Petrol,Manual,18.88,999,123.37,5,610000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,82000,Dealer,Diesel,Automatic,11.5,2987,210,5,1850000
Tata Safari,Tata,Safari,8,83000,Dealer,Diesel,Manual,11.57,2179,138.1,7,485000
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Individual,Diesel,Manual,23.4,1248,74,5,480000
Hyundai Verna,Hyundai,Verna,4,47000,Trustmark Dealer,Diesel,Manual,22,1582,126.2,5,985000
Maruti Alto,Maruti,Alto,15,110000,Individual,Petrol,Manual,19.7,796,46.3,5,115000
Hyundai i10,Hyundai,i10,9,70000,Dealer,Petrol,Manual,20.36,1197,78.9,5,250000
Hyundai i20,Hyundai,i20,7,15700,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Hyundai i10,Hyundai,i10,13,73000,Dealer,Petrol,Manual,19.81,1086,68.05,5,180000
Hyundai i20,Hyundai,i20,3,29000,Individual,Petrol,Manual,18.6,1197,81.83,5,530000
Hyundai Grand,Hyundai,Grand,2,9000,Individual,Diesel,Manual,24,1186,73.97,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,6,59000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
Maruti Swift,Maruti,Swift,4,64000,Individual,Diesel,Manual,28.4,1248,74,5,580000
Maruti Alto,Maruti,Alto,13,97000,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,730000
Maruti Wagon R,Maruti,Wagon R,6,37203,Dealer,Petrol,Automatic,20.51,998,67.04,5,375000
Hyundai i10,Hyundai,i10,8,72000,Dealer,Petrol,Manual,20.36,1197,78.9,5,315000
Honda Amaze,Honda,Amaze,5,61198,Dealer,Diesel,Manual,25.8,1498,98.6,5,666000
Maruti Swift Dzire,Maruti,Swift Dzire,11,155522,Dealer,Diesel,Manual,23.4,1248,74,5,255000
Hyundai Verna,Hyundai,Verna,9,148000,Individual,Diesel,Manual,22.32,1582,126.32,5,400000
Skoda Superb,Skoda,Superb,2,8500,Dealer,Diesel,Automatic,18.19,1968,174.5,5,3550000
Mahindra XUV500,Mahindra,XUV500,6,75000,Individual,Diesel,Manual,16,2179,140,7,850000
Hyundai i20,Hyundai,i20,3,18800,Individual,Diesel,Manual,22.54,1396,88.73,5,790000
Hyundai Creta,Hyundai,Creta,6,140000,Individual,Diesel,Manual,19.67,1582,126.2,5,900000
Maruti Alto,Maruti,Alto,5,42540,Dealer,Petrol,Manual,22.74,796,47.3,5,290000
Hyundai Grand,Hyundai,Grand,4,12784,Dealer,Petrol,Automatic,18.9,1197,81.86,5,610000
Honda WR-V,Honda,WR-V,2,50000,Individual,Diesel,Manual,25.5,1498,98.6,5,950000
Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,280000
Volkswagen Polo,Volkswagen,Polo,3,22003,Dealer,Petrol,Manual,16.47,1198,74,5,650000
Toyota Fortuner,Toyota,Fortuner,8,108321,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1750000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,77000,Dealer,Diesel,Automatic,11,2987,198.5,5,750000
Hyundai Grand,Hyundai,Grand,5,22000,Dealer,Diesel,Manual,24,1120,70,5,625000
Honda Jazz,Honda,Jazz,6,90000,Individual,Diesel,Manual,27.3,1498,98.6,5,600000
Honda City,Honda,City,12,72555,Dealer,Petrol,Manual,17,1497,118,5,395000
Honda Jazz,Honda,Jazz,5,42000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,660000
Maruti Swift,Maruti,Swift,4,59000,Dealer,Diesel,Manual,28.4,1248,74,5,700000
Ford Figo,Ford,Figo,5,28000,Individual,Petrol,Automatic,17.01,1499,110.4,5,590000
Skoda Superb,Skoda,Superb,10,80000,Individual,Petrol,Automatic,9.3,2771,193.1,5,470000
Honda WR-V,Honda,WR-V,4,48000,Dealer,Diesel,Manual,23.7,1498,97.89,5,785000
Maruti Alto,Maruti,Alto,8,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000
Maruti Wagon R,Maruti,Wagon R,7,68000,Dealer,Petrol,Manual,21.79,998,67.05,5,311000
Mahindra Bolero,Mahindra,Bolero,4,73000,Individual,Diesel,Manual,15.96,2523,62.1,7,775000
Maruti Ciaz,Maruti,Ciaz,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,550000
Renault Duster,Renault,Duster,7,85000,Dealer,Diesel,Manual,19.01,1461,108.45,5,575000
Honda City,Honda,City,4,70000,Dealer,Diesel,Manual,25.6,1498,97.9,5,875000
Toyota Innova,Toyota,Innova,5,118321,Dealer,Diesel,Manual,13.68,2393,147.8,7,1750000
Hyundai i20,Hyundai,i20,3,10000,Individual,Diesel,Manual,22.54,1396,88.73,5,730000
Datsun GO,Datsun,GO,6,73000,Dealer,Petrol,Manual,20.63,1198,67,5,350000
Maruti Ertiga,Maruti,Ertiga,8,129500,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
Maruti Baleno,Maruti,Baleno,3,50000,Individual,Diesel,Manual,27.39,1248,74,5,660000
Hyundai i20,Hyundai,i20,3,21000,Dealer,Petrol,Manual,18.6,1197,81.83,5,770000
Skoda Octavia,Skoda,Octavia,7,126000,Dealer,Diesel,Automatic,19.3,1968,141,5,1150000
Maruti Wagon R,Maruti,Wagon R,6,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
Hyundai Grand,Hyundai,Grand,6,19600,Dealer,Petrol,Automatic,18.9,1197,82,5,525000
Hyundai Grand,Hyundai,Grand,6,53100,Dealer,Petrol,Manual,18.9,1197,82,5,420000
Toyota Fortuner,Toyota,Fortuner,10,181000,Dealer,Diesel,Manual,11.5,2982,171,7,1195000
Ford Figo,Ford,Figo,5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,400000
Maruti Alto,Maruti,Alto,6,42000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
Hyundai Venue,Hyundai,Venue,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5,1100000
Mahindra Bolero,Mahindra,Bolero,4,57000,Individual,Diesel,Manual,16.5,1493,70,7,718000
Tata Safari,Tata,Safari,10,80000,Individual,Diesel,Manual,13.93,2179,138,7,300000
Hyundai Verna,Hyundai,Verna,11,70000,Dealer,Petrol,Manual,16.2,1599,103.2,5,375000
Honda City,Honda,City,6,78000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
Hyundai Verna,Hyundai,Verna,9,46500,Dealer,Diesel,Manual,22.32,1582,126.32,5,650000
Maruti Alto,Maruti,Alto,9,70450,Dealer,Petrol,Manual,23.95,998,67.05,5,289000
Honda Amaze,Honda,Amaze,2,23950,Individual,Diesel,Automatic,23.8,1498,78.9,5,780000
Maruti Swift,Maruti,Swift,3,42321,Dealer,Diesel,Manual,28.4,1248,74,5,763000
Honda Jazz,Honda,Jazz,3,59000,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000
Maruti Swift,Maruti,Swift,6,61425,Dealer,Diesel,Manual,28.4,1248,74,5,410000
Hyundai Verna,Hyundai,Verna,7,78000,Dealer,Diesel,Manual,22.32,1582,126.32,5,670000
Honda City,Honda,City,5,27000,Dealer,Petrol,Manual,16.8,1497,116.3,5,765000
Volkswagen Vento,Volkswagen,Vento,10,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,315000
Renault Duster,Renault,Duster,7,75000,Dealer,Diesel,Manual,20.45,1461,83.8,5,565000
Maruti Swift,Maruti,Swift,6,68202,Dealer,Diesel,Manual,28.4,1248,74,5,575000
Maruti Swift,Maruti,Swift,5,57000,Dealer,Diesel,Manual,25.2,1248,74,5,620000
Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74,5,625000
Ford Ecosport,Ford,Ecosport,8,74000,Dealer,Diesel,Manual,22.7,1498,89.84,5,565000
Maruti Baleno,Maruti,Baleno,6,90000,Individual,Diesel,Manual,27.39,1248,74,5,575000
Maruti Wagon R,Maruti,Wagon R,11,31535,Dealer,LPG,Manual,14.6,998,61.6,5,265000
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22,1197,81.8,5,570000
Hyundai Grand,Hyundai,Grand,5,22000,Individual,Petrol,Manual,18.9,1197,82,5,520000
Honda City,Honda,City,3,14000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1090000
Maruti Alto,Maruti,Alto,13,30000,Individual,Petrol,Manual,18.9,1061,47,5,180000
Toyota Innova,Toyota,Innova,5,80000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000
Audi A6,Audi,A6,8,83000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2250000
Volkswagen Polo,Volkswagen,Polo,9,80000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
Hyundai Verna,Hyundai,Verna,6,50000,Individual,Diesel,Manual,23.9,1582,126.2,5,750000
Maruti Swift Dzire,Maruti,Swift Dzire,3,140000,Individual,Diesel,Manual,28.4,1248,74.02,5,720000
Volkswagen Polo,Volkswagen,Polo,9,110000,Individual,Diesel,Manual,22.07,1199,73.9,5,320000
Maruti Alto,Maruti,Alto,4,33977,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,299000
Maruti Swift,Maruti,Swift,8,70400,Dealer,Petrol,Manual,22,1197,81.8,5,425000
Maruti Alto,Maruti,Alto,4,66000,Dealer,Petrol,Manual,23.95,998,67.05,5,320000
Volkswagen Polo,Volkswagen,Polo,5,60000,Individual,Diesel,Manual,20.14,1498,88,5,750000
Maruti Swift,Maruti,Swift,6,31000,Dealer,Diesel,Manual,28.4,1248,74,5,630000
Maruti Alto,Maruti,Alto,12,80000,Individual,Petrol,Manual,19.7,796,46.3,5,250000
Ford Figo,Ford,Figo,7,93334,Dealer,Petrol,Manual,15.6,1196,70.02,5,446000
Maruti Baleno,Maruti,Baleno,3,83000,Dealer,Diesel,Manual,27.39,1248,74,5,645000
Maruti Alto,Maruti,Alto,9,62000,Dealer,Petrol,Manual,19.7,796,46.3,5,245000
Maruti Alto,Maruti,Alto,4,9021,Dealer,Petrol,Automatic,23.95,998,67.05,5,350000
Maruti Alto,Maruti,Alto,3,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,325000
Hyundai Santro,Hyundai,Santro,1,1000,Individual,Petrol,Automatic,20.3,1086,68.07,5,550000
Honda Amaze,Honda,Amaze,6,39441,Dealer,Petrol,Manual,18,1198,86.7,5,475000
Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17,1497,118,5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,3,25000,Individual,Petrol,Manual,22,1197,81.8,5,650000
Maruti Baleno,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
Mahindra XUV500,Mahindra,XUV500,6,37000,Individual,Diesel,Manual,15.1,2179,140,7,875000
Maruti Alto,Maruti,Alto,13,76000,Dealer,Petrol,Manual,19.7,796,46.3,5,165000
Maruti Swift,Maruti,Swift,6,42994,Dealer,Petrol,Manual,21.21,1197,81.8,5,580000
Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26,1498,98.6,5,650000
Hyundai i20,Hyundai,i20,9,49000,Dealer,Diesel,Manual,21.9,1396,88.8,5,390000
Hyundai Creta,Hyundai,Creta,4,18000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1345000
Volkswagen Polo,Volkswagen,Polo,5,58000,Dealer,Petrol,Manual,16.2,1199,74,5,610000
BMW 7,BMW,7,6,24501,Dealer,Diesel,Automatic,16.46,2993,258,5,4990000
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000
Honda City,Honda,City,5,78236,Dealer,Petrol,Manual,17.4,1497,117.3,5,651000
Renault KWID,Renault,KWID,5,64000,Dealer,Petrol,Manual,22.3,799,53.26,5,280000
Ford Figo,Ford,Figo,7,73500,Dealer,Diesel,Manual,20,1399,68.05,5,275000
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70,7,750000
Toyota Innova,Toyota,Innova,8,144321,Dealer,Diesel,Manual,12.99,2494,100.6,8,975000
Honda Jazz,Honda,Jazz,6,68757,Dealer,Diesel,Manual,27.3,1498,98.6,5,640000
Maruti Swift Dzire,Maruti,Swift Dzire,6,85316,Dealer,Diesel,Manual,23.4,1248,74,5,580000
Mahindra Bolero,Mahindra,Bolero,6,99826,Individual,Diesel,Manual,15.96,2523,62.1,7,525000
Renault KWID,Renault,KWID,4,28000,Individual,Petrol,Manual,25.17,799,53.3,5,290000
Maruti Swift Dzire,Maruti,Swift Dzire,6,86521,Dealer,Diesel,Manual,19.3,1248,73.9,5,565000
Mahindra Alturas,Mahindra,Alturas,2,36000,Dealer,Diesel,Automatic,12.05,2157,178.49,7,2950000
Maruti Swift,Maruti,Swift,11,80000,Individual,Diesel,Manual,17.8,1248,75,5,325000
Ford Figo,Ford,Figo,11,67000,Dealer,Diesel,Manual,20,1399,68.05,5,275000
Skoda Rapid,Skoda,Rapid,9,103000,Dealer,Petrol,Automatic,14.3,1598,105,5,550000
Tata Hexa,Tata,Hexa,4,60000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1200000
Hyundai i10,Hyundai,i10,11,49700,Dealer,Petrol,Automatic,19.2,1197,80,5,342000
Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140,7,544000
Maruti Alto,Maruti,Alto,3,29000,Individual,Petrol,Manual,24.7,796,47.3,5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,4,75000,Dealer,Diesel,Manual,23.4,1248,74,5,745000
BMW 3,BMW,3,5,60000,Dealer,Diesel,Automatic,21.76,1995,188,5,2950000
Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74,5,684000
Toyota Innova,Toyota,Innova,4,97000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1750000
Honda Jazz,Honda,Jazz,5,40000,Individual,Diesel,Manual,27.3,1498,98.6,5,680000
Tata Safari,Tata,Safari,7,88000,Dealer,Diesel,Manual,14,2179,138.1,7,465000
Mahindra Bolero,Mahindra,Bolero,8,65784,Dealer,Diesel,Manual,15.96,2523,62.1,7,345000
Datsun GO,Datsun,GO,5,40000,Dealer,Petrol,Manual,20.63,1198,67,5,335000
Toyota Innova,Toyota,Innova,10,89000,Individual,Diesel,Manual,12.8,2494,102,8,650000
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,610000
Hyundai Grand,Hyundai,Grand,2,4800,Individual,Petrol,Manual,18.9,1197,81.86,5,550000
Maruti Swift,Maruti,Swift,5,40000,Individual,Petrol,Manual,20.4,1197,81.8,5,350000
Skoda Rapid,Skoda,Rapid,2,35000,Individual,Diesel,Manual,21.13,1498,108.6,5,950000
Hyundai i20,Hyundai,i20,4,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,745000
